node1,node2,num_of_carts
446a60562915e8223780cd142b8dc26d,0c80d4d910506b4e1db996ff1fa5c658, 2
200eed7d1d3482898094819dbec1cb52,073a5dfc26cb33ef440b2e0aa29343a8, 2
fb8ec7f3124032e812713f60633e6167,9e47ae55f9327141d2dc2cbca3317e49, 2
4ad4cf9cb1cce9af79caf2426fd9ab93,46e4940f28c9231a801873e62ca55c53, 2
f7a5131ee6e422257630fe35c9b7875a,3e78cdf699d65e94e6a716be72fb4472, 2
345ebf31824c3871cbb94c377190d6f9,3743820de2227103b72b029a352fb98b, 5
87cb507e0daa37bbf34956fd59eba832,186fe07c8b8005ec6a498587ffbc1352, 3
1aa2ed670a95e9f475723707a7c3f386,5bf57bdef224b9486b45ebba37ec6191, 2
9565229244e9341fb8c8069879cf73cd,81b6c7c058add831803fcbba6dcc1df2, 2
fd5c5a67cd369732c2ac20dbd574d1d4,f7c3fc384cd3ac71650982c2c6fcbe77, 2
5d111f6911df7bfe5ca68fc9b9251d51,9dcb2739e598cbc1a9640d49dbafe95e, 2
ea43692dc9b918c387ae280bc382b406,2827075656967a213fe9f7484a7469f6, 2
cc71cac6380211ba2e17e2b35459488b,36ba5561e351eef68d3554697132a9a8, 2
322083bacc83416f56c4110e0216c2e1,b4693721011686a49e4b8fac4e527dde, 2
7413f40201dadc558699e8de1cbfa922,88c20c5a22f2ca169af8cfc2df00a7a2, 2
2a5806f10d0f00e5ad032dd2e3c8806e,41b43381a92451746dc1374dbbd4c43e, 2
6c81db10f914c4d032b14fa93aa0a818,0b0c04563408d8d1187cdbd6292a89fa, 2
ef66e63137bdd1b2e44aa968646fc1e3,322083bacc83416f56c4110e0216c2e1, 2
66358143d86813429426c93f03bbdabc,c938aead190afc62a55dc7bde80c5a24, 2
2de5c479fb0c490a0f2a2f3ab36e71b6,9bf49e13f79afe62919c79d125d81cf8, 2
87d780fa7d2cf3710aa02dc4ca8db985,fb783e3e545937820b57fe539b2c5a6c, 2
5c9ef6c35fdbad9275157b1929c37fb0,92a0ba05cdafc24128ead0890a8a2c79, 2
695c34c5771cca25ecdc04d24a9b49f6,661856216cb56d1d9e5a954c66cb136c, 2
0a4093a4af429dc0a9334300e5c13ae5,e0cf79767c5b016251fe139915c59a26, 9
710b7c26b7a742f497bba45fab91a25f,a9d9db064d4afd4458eb3e139fe29167, 2
96b200840d3b01d948ee9d507f6bcb3e,3a12fe499b9342f78cb827ee18393e7f, 2
407a9382e8c7e321e8ecee388edf0f7b,d69b7880f262ed14de5f8149d2f0931d, 2
1ec5d3bb50a489c6ac8923101492c197,b62a475bcfd309c66d84a1a93aa75fd8, 2
69523f67543ff9ea6b1a15858fb59b3b,060f0122cdc8f25db4a0d7359fdae7b0, 2
d70c831282615555625658baeb52eaa6,a641c89dc8c19516ec7706a3c09c9424, 2
e934947ca6b64f5a6d864e21dca13b73,f6fa93875f4a7dac03e0a22143f4d815, 2
0d146484c69d613fe015c0229056b065,12a3f3a8ef6c5e3c29c88e670fd61ee9, 2
d1b1a0e78589ee89279d0be1e4a8b905,47ea90e9a2976bc290c3cdf3b5e0573d, 3
0cf13ac73dbcf6586ba63b89dd1f780a,d27144c40fa89d288b74adfd0e20db91, 2
b5e13c9a353102f79c6206ff5cb61a50,96d6c71675adc35bcf32f970cdffe2d6, 2
7f9e40aa498f8f6edf4cc51215ecce9e,7486542600afc050d20740e976ff87f8, 2
976ab50ce2361a9f99aaf9fd4037a00a,9cc50a8fd6a69a4d287d62d52ee5d009, 5
63b0acbe2513293d425f64289b622766,f52bf37e391284aa9620c377d4dfe4e2, 2
014a8a503291921f7b004a5215bb3c36,dd6a505f83dd3c6326aa9856519e0978, 3
7e9b52ab8c9b4c0fa93e431e8c3975e4,347492a8e06a539c0861eea7e527fdaf, 2
98a4301b1aacd45984603af55b7a1de4,ceeb8b2d571b23399910f1b83980c973, 2
62de52bc0f87cf3a234c38e196edac91,b3793f4676bdf327ca34c40d236ee2b2, 2
02475368dfb38934fe55f574024fe1d7,0bdd9a52d192d64770e33ae559512478, 2
770049e2da707b6ba5eea61685852652,d59349a33fcba18707a61aa852c02c5b, 2
8d37ee446981d3790967d0268d6cfc81,f303e2cdf0967ef1a153d12f2685d280, 2
5d686bbd116b2de2ea1a4e1056501240,4b2422ebbc6723e80f355b11b4d8fba0, 2
30ac6df06dc59ad72cf2f158fc2d904c,173255396ec907ab516d3848dbcc98da, 2
e044a6c8994164db4e2446054a374b9a,e892e0e01990e737eb81a57db12f8c8c, 2
5594eb45b3ced02488aaf71edfb32d92,4395690ceee4379785f481610bf962ac, 2
15b142fc0f773fb67de91301d1701894,5bfc7506459ae2a7b4b573fe557a58e1, 2
3dd2a17168ec895c781a9191c1e95ad7,909b87db6cb3a7ab26bd03cc59860136, 3
2265e8aa066cc6c4528d4be900eb5b64,4275f85d0173354d8ca336b70a87aa6a, 2
262855d4dd5b0d39f786a3c86c285c6a,7d873ae7ba4e637167c1a8d544bd6af8, 2
3bf87d2001b8176e6a3ad804b80774b4,30de9bc2bc110c6a584cacba9c17d88a, 2
1ee194d6fcec9e4cbaeef1a99a6911a2,2ba4f78910f6fe61e7ae7bfa4efe2726, 2
c708ba7c6269161f89ce0683cdd7c432,ea8961270de20e665fcbb36044d6580f, 2
c64fe38b4cd06cf7160d9505aa87b8c4,abe171a94bee936786955f928bd764ab, 2
3a3502ecc84a931af1064f5a82ed267a,99a4788cb24856965c36a24e339b6058, 2
1dc7685f4fdb9622d84ae2ec658d5bbf,e256d05115f9eb3766f3ab752132a4e2, 9
24ea331e89e0cc6fde885752b3eb2c23,7f9979f68f998401e84c91d2ca6933fd, 2
8b90be4893a4277a9f33c5b2348cf9c6,fa94f25a73969e3a25d52706e246dfcc, 2
a1efe4a86746c22541813e22e1d23e33,72f50924c42f32d9a236b7602686a49f, 2
980f472a1354c8366960f7c4528c470e,a7b883ad302f6f168540e7d46a245450, 2
a5341e3f8155dbb3e62323d3ea289729,368c6c730842d78016ad823897a372db, 2
7b44e5ea770ef06810f5df89006cc8b2,64ec83de8f0026319c8829351e3d6e23, 2
330144665b875c2b4555f88d9f4ed7c1,24c66f106f642621e524291a895c9032, 2
54971206521793b44053a9c348d148c2,54d9260785f11c05ad373ce8465212da, 2
b86d1f2c052bc4749ee88bb74688d814,2b9b580cdc992e165ca0336a078d695f, 2
dd735a55e6c75fb8fbe93e14d1c3bf07,b22be29b1a6f923436642bb5fe433071, 2
dc68ee0fcb033a1ab6714fbb5db60c15,81de659bfde3389fc8614bfba92e585a, 2
0ba14c257ad706bacadec65dfdb3b740,b833b995caddd97b8786370988e32ee4, 2
a2975d20c0bbb1c763629eee19615fc1,946344697156947d846d27fe0d503033, 2
620ea491128bf83c51950ac006de001d,df306b9d83f3a792369ff3360475936a, 2
acc444eb5ad26f79d5a11baa6a03c439,661856216cb56d1d9e5a954c66cb136c, 2
8218c41b07f96e9465fdc0931fb81faf,230907d5dd938f510eefba95ef295da8, 2
eb53f94fdc60278efcef123bb275658a,525947dbe3304ac32bf51602f9557c12, 2
8f83335d6508c667813ff14dc437bc81,fbc1488c1a1e72ba175f53ab29a248e8, 2
f2e53dd1670f3c376518263b3f71424d,35afc973633aaeb6b877ff57b2793310, 7
0cf2faf9749f53924cea652a09d8e327,5dae498eff2d80057f56122235a36aff, 2
2e0a1c70d32cd53538dba96b8cae229b,fef0dd8c53552d0f784b7cc5375a3ffe, 2
08ba023e3ad57b10b6d5378ce3f22f9a,116fde656744c95dfaf5198cf9f729f9, 2
91aafdd30514579d1568b6f5ae9f4d46,1d1415f17f1a93060326d6c3e223aa3c, 2
5ed9eaf534f6936b51d0b6c5e4d5c2e9,0105b5323d24fc655f73052694dbbb3a, 2
2c41d13dc2cf0e9c2e8db8952f0f3ff3,0ee7a6e1cd4ecf72e711a2f68b4d8d2e, 2
c6f46351ae5ae5a6d75ab14996584ce1,a6a5c394a9908ba4b34f50ce6bbb3465, 2
99444c1e11fc38755dae86f5c67d3d1a,6a0713a63e990052795623e76cc2995e, 2
6f0f907c9cf458139bac7f01777b9bbf,4a9947ec1fcec2b3321193ed5590e8cb, 2
553e0e7590d3116a072507a3635d2877,33489f0140308d65c48a7659b05bdba1, 2
8279f484b70cb6fb2a87f36e766bd559,bdeca320bdf54d3cdbb982d737526dc5, 2
9a0620ddaf3055b7e588e936e036a529,51ce083cd2b9078656a94655ab45b8a4, 2
b0528299d65ab35e3ed853f6a853b8b8,6abd84909e8ed79ef808c16f90b91093, 2
0de59eddc63167215c972b0d785ffa7b,4a5c3967bfd3629fe07ef4d0cc8c3818, 2
525d023cea7235fd59133983cc5269bf,9b7852df1a77c9a80cf5151803db4282, 2
99c88c191bbed92f5be4ca3b00eb1a42,23ab7bb9eac81e85ec43ed71064cf7ce, 2
15de022edf1005363381e66bed514528,abb9de7600a7ae9a81564692f77fc9f3, 2
283dc451ad3918badb976d56ff887289,3cc4b421c1f28dd22e86fc4aaafb600e, 5
1ba4e3fe92f16fd5a8942f7b7d804b52,bf44071ef18f5c9ded039681c68b1996, 2
1c1dda7d5b3d50618aadda35edc2acd6,407a9382e8c7e321e8ecee388edf0f7b, 2
779e74ce337266c06bf392935ab34bc8,eeab31cd2a4bcd64e6b249e0a674b3a8, 2
b10eba910a974df70b8a12d0665cdb9e,c403e106353e1aa40efe783ecb39ed7a, 2
2cd4861a56a6f98288e0281e47f4b1d5,12080b1cb17fb18a69563695622dc9b9, 2
270516a3f41dc035aa87d220228f844c,79ce45dbc2ea29b22b5a261bbb7b7ee7, 2
b795524e6ddbae40e910d169242dbcd7,4ac50dbde931c0a5ed8c33d3dc047351, 2
87064fd995f81ddb8e735902047fe007,d1c427060a0f73f6b889a5c7c61f2ac4, 2
3b4db17ce4f2c8731f83b093db7aa0b1,cf1d8e226162a1d0ad61f29b7ed72d82, 2
678c229b41c0e497d35a25a8be1cc631,5dae498eff2d80057f56122235a36aff, 3
5a0c21ad6b82a1b61856e48ec959764d,6ba4d9e6b21481dcc4646250fa189ac1, 2
d93e0523fc2cc1c5a81d432364ed2d06,6610dc3cac3b77009d969495cc2d7037, 3
104b9503ee57d0aa2cd3a6448f242636,84c79830527ae823029ee6b904cf948c, 2
1065e0ebef073787a7bf691924c60eeb,0de59eddc63167215c972b0d785ffa7b, 2
51edddbbc47a477259e672bd291feed6,ec2d43cc59763ec91694573b31f1c29a, 2
c29267da9f1200284d707aa632ce1138,872c150bc3167f3a4fd9214f82931358, 2
65b89f415ce968a584fde133ae3ce3bf,fc04e723b53a7b372e081da67cf6aca2, 2
09b0d15a8cc9a84e7af7e0225f67dc45,4cceacaeb21aa22aa51b4c724de3758d, 2
5554c5718f820a868853dbc5ca859b3b,871cfa7d587b8305a5a0e376866323ef, 2
fd471a043ee8b8dd27f4086495e0724c,dbe77c6f7f0935b442ef0c4df2ee3efe, 2
bf1a9a02e2160143755052e6bf59740f,26facbccf840188b92bcc8cb89fe1f64, 2
0da904b76a8131e90eb8af2e4826ea59,c384e8f1f1c380ef1dbafaf080ba25fc, 2
49d05515656ae5bacab920395f834244,54c9eeb3eec23150e817e2048c9c4c31, 2
ee57070aa3b24a06fdd0e02efd2d757d,e53e557d5a159f5aa2c5e995dfdf244b, 2
f3d7339839e02f580fe8fca5755e0e25,cac9e5692471a0700418aa3400b9b2b1, 2
8509049c56caff468e3f35c4eefb6035,ac11c132793524428ef353a3e4956ed9, 2
b865aecbf934fe78d172e5a0f7a73ec0,ac946196783ec18b207ead8a00d3f5c4, 2
95d4404184aa5ce72e590362cc471d62,ecfb5255f55715e1faec3e6a316da6c3, 2
2d78dc9b1f4a5d1ceb28287b82d85b86,d4fa7c305b2ffd07d12ae5a886b6cb0f, 2
c5b72065154ec27c2d1ed8a654c3348f,ba74c6b75d2ad7503175809688d5a03c, 3
060f0122cdc8f25db4a0d7359fdae7b0,57f2bc497c1a3ebe41ba7a06d78ed159, 5
3ab181ea2f9cc4be74bad27ef8a03492,99a4788cb24856965c36a24e339b6058, 2
07a6e4e1f838d9d39277d13c9b411dc4,8e3e3059aabb0c13679db43619590ad5, 2
4419a003d42a243227478f2a949722d8,0b3de7b77f38988388362460d76d884f, 2
cfb133b7458336455fa60b97ac3aaba9,d815c471ccb5ba83a8c49fc5ecb28266, 2
940d38f0ef286bd93612fcdc91dd38ed,4eb99b5f0d7e411f246a5c9c0ae27a5e, 2
5173e870df52b09d6b76f88504a1991d,271a16e4751b04867238b601ad652692, 2
1427b126f61597524866770b05d4eed2,5526b1ae9ab2688cf600783cece249df, 13
d6bbda35f0b8505c2f824f1d90295855,014a8a503291921f7b004a5215bb3c36, 2
2020db9c389956e879dd05e6250413d8,d3d5a1d52abe9a7d234908d873fc377b, 2
7698c2e9ec5dc2b70af8c1c8ac245cae,6f46359e56f51d5deded13adcd1c255c, 2
51ce083cd2b9078656a94655ab45b8a4,ba92b5a0701d2f820ba6ca8f8c86294f, 2
3a362c0e7f9a69276e2d95869a3e143b,4f0abfbee7569e43b80f9aaa256a9bf8, 3
474bb6b54fc608ca71059a6c4f7ecda3,566a4f2c4385f36d15c00dfcaae132d1, 2
a92930c327948861c015c919a0bcb4a8,2f70195374f6c3d3c6542edf5bd17c8c, 2
3685c687db4b3d2da5085d23b408e93a,e8ca14b6c60a3194f2353bbfe0287bbe, 3
4231002e80d2a25aed31d65b4b91f479,a54f350cdb1f303fe39221171d003852, 2
fd220f6fd5a3f13ef9db07428f9c935d,53a0380bace091a275d6f6a7e46c07b6, 2
a60613d36f37a7b27d3344f40f6a7945,9091499533100191c6b89d09e43445e8, 2
0de59eddc63167215c972b0d785ffa7b,678c229b41c0e497d35a25a8be1cc631, 2
85b6cd7f57f7a06d180c93e8c74f6381,e906fa76a27488f805ba8584a4c10cba, 3
76f520fa5e8912001989fa3fd6530d94,40678c9096047877fa74a25cc6f0a726, 2
c2ccd192fdac0a564ea52ec8687b3093,94ecc3aaf1c1a63135ba686ac00264c0, 2
aeecb1d0e5d4d5ccc3fcfe6fe91103b6,432357855585cf634fc9923523ce5e4a, 2
33e503f68fb60fe165ed992965f2c737,1179867d805886591809f49767db9ecd, 2
5c692818d313aa12864b48ac0c2472c2,2136c70bbe723d338fab53da3c03e6dc, 7
6d0a373c460a041c86167a92a5d3383e,92473ca06aa61791e4dc02c9af82bf83, 2
a8075470f960215ffb67624782f80fec,2fa0dd76935b81bb4fe9cc959138758d, 2
31c79131e883e5fd8c4c85fe9f7d2bb2,ef1c671d636510846d72e7aa3af1e0a5, 5
ff6caf9340512b8bf6d2a2a6df032cfa,b88d27345de2feed45475bb48cca74b1, 2
ba2fafdf0c3e7418202575a48d00bd15,e87093a08e761c9fbf7dd461227f66c1, 2
27d089865ecb267c190122ec1feddb8a,dc52f0f5d3ec37a93eaf956cde4e5d2c, 2
cfabf9d1f7c14b709f2982f83c8f9538,58efb9b638561ce132216a9a612513e2, 2
3462cfbd316346049256b3b3242f8dfa,7825a7c4f9edb6b219eb94c29e86e7b9, 2
ac1789e492dcd698c5c10b97a671243a,575a31c3324630960ae12bf5bb9618e4, 2
e9ceb9123d3103b7ad293c168dd3a547,5b2b72f58d212a6e4733884ef0ece564, 2
226f3829f99a5f02578560da8708c8f7,781afe929e3016a667f5f439afd55fce, 2
09ffd5e043f6d44ca166be7f91dab462,eff955ba97941dc6837a770367d66944, 2
e869c12a2f4763dbfc1a8398d20a1213,a7d2c99f1d0e7ddfbce06d48f12b61a2, 2
24dea9b9a1d450d96702d46a0a835ff3,e8c68ed99b73a85e2c22388f4a702bc0, 2
3e5201fe0d1ba474d9b90152c83c706c,4f88323d03ffaf090b8fb0116b33c95e, 7
429e7401fafb76436f15e86498bd7364,9ddd762ee8a13576a809dc66f22aa2b5, 2
7c65bcd66be0ad761948bfeda4e7bd2f,e101ca6287658a6104e804774d56b871, 2
c2c4abda0d688d5c2a7f48644ee55a8c,01e20e6604216c8adb31d463214ba00c, 2
4650fae75d852ddfada4751f6f02481a,274d4e727ddbeb7c392ea2e551e3a77d, 2
19c3fb52d07985c61da89d4fb7f66cad,d64a5abc068bfa0e7e1b7ad7f64fe96c, 2
9251443819682703b07d22f78d20d603,242eb53ca3c0b52e275b6fd7ce8b0be7, 2
2136c70bbe723d338fab53da3c03e6dc,87cb507e0daa37bbf34956fd59eba832, 3
a4d0871577d73bc394c482dd0998af7d,e892e0e01990e737eb81a57db12f8c8c, 2
2ff995aead9c63a1f37a07b3664ead37,4563095e06df1fa67de2eade86f4f01b, 2
924c635d837c240da3956f3c28c1e6f4,a02d0123079f4ae96001ba2010d1a2df, 2
29fd9022374ff3fef2e8f82c39b4133e,073afdaeb2d71d4da3ce0c6935614289, 2
95d9302f8b3a134daca8adb478c92813,7e50b75774c90a76cd3fa12f33de892e, 2
39b146e69c32ffe0a469e95a71585843,2c3f424b5643b03663e0f5861dde2bfe, 2
ab1106e227a745836a0dc83b374e2575,ed2067a9c1f79553088a3c67b99a9f97, 2
1c4de4dd53a801716c8a3a2cf51f35fa,a367f823feb49954fedb4f4a43ad9db2, 2
fb29f48bfea41db52e349454f433340e,6d2fde7d12bb6ff367dbda120ba8828e, 4
eb4ce1251cfec891df49b09dda5095b0,73326828aa5efe1ba096223de496f596, 2
14dffa241a078aeaebaef48a49e807ca,3ffa02e2ee2ce17abb51b4545f367e7f, 2
24a014458ccc6e989b4fcef5fa71da58,e117ca2a90cfd40b93450b0b60f834e4, 2
952e73f7e8bee61569a32b35c19bc981,287aafe80d2beee0ac805deb436fdd89, 2
e2ad69c2a7ddfff443751c7b57a9c23e,59617a7c706291d0b7df5b380aa3e583, 2
a9eea144b709e6d670c9bf03ffc2dc2e,b92c0c9a860191befb3f8139aee8c4e1, 2
3f7965eac71911314776d32209c84483,26db948671a4ad63637c2d2065477f00, 2
880be32f4db1d9f6e2bec38fb6ac23ab,8d98dedc3c19de17f1a090195e85d6b6, 2
84f47b7ffbd21c845d197cc0a7bc479a,e5f8f7fec18736ea009f2f7334543497, 2
036ecb2f1816e95d3fa658207266ecf5,56e8054262b705086dd99fc97b01a9e4, 2
2548af3e6e77a690cf3eb6368e9ab61e,5aad359a63cbb4fc35ead44346a3eeb4, 2
7c68e7297c7df2535c9f0dcd61007f64,9b169f20f1b0ad0cd0d53d6d5f12e20f, 2
c166691d2e429a2e3ed641e29aaeb7f1,289d248f6a9046a0f0be47cda2b45537, 2
b9311d581f5f341576a5a2892168355c,e56f102e763165e7e32d0f9955f8ee4a, 2
4f0abfbee7569e43b80f9aaa256a9bf8,8d4dac6177fb8134f26fb4c5cc6c0aff, 2
f2e9bb932d99a4a695ebde162fcefc35,78efe838c04bbc568be034082200ac20, 2
ad0a798e7941f3a5a2fb8139cb62ad78,b0c89945c034268074f5f80b362bda34, 7
75b317dc3a4d186a05953668cb82ec66,1ecbc86db1d81121dcf8790e2fa31ddd, 2
2f70195374f6c3d3c6542edf5bd17c8c,186fe07c8b8005ec6a498587ffbc1352, 2
63ae63c279f3ccd864bc7756f81bec2a,1a2df11a11c62daea6c15fbd3ccf2917, 2
63eb97106bfe47fe857edcf78f3e3e08,2eb384017334e47db9ccf364216799df, 2
ebf969336461d98e41d31673d8af75ba,7a2428849e8c9e1cfac00494791ca876, 2
a41d9e51c365f6e2f5eb1f98fa4097eb,190d9562bfbe9d3ed876c2ac6f2f5894, 2
188d0b148e6d1c86faffe0d73c3f2dad,20ed63974a9207895b4e56993e5a9a3c, 2
fb783e3e545937820b57fe539b2c5a6c,0fa81e7123fd0ebe03adbbe99d912827, 5
0fa81e7123fd0ebe03adbbe99d912827,fb783e3e545937820b57fe539b2c5a6c, 13
24c9d329963373e2fccaa3f3204db19e,90d11936871062d5cb6d23175734ea91, 2
eb53f94fdc60278efcef123bb275658a,429e7401fafb76436f15e86498bd7364, 2
4d687600c495f2049542171633cf1f77,023a60ac6b3484afe23d788ce2444df0, 2
28447390cfd2a411fcb8c008b6163da2,8fa5bb1e4de7a63ee554487c2f2ee076, 2
665aa1d687284a4d2d2b74c0c6724625,2481a472d98c582b46bc2dfeae6f539f, 2
55945cf4a4e6def88dcc8996a581608a,cec09725da5ed01471d9a505e7389d37, 2
6eba58100f906fe0965290b28ca3c45f,b90973ce80ba5d1fbc046fd8471acaef, 2
03e931f387c2dd5b006aecdb12515b2e,85b6cd7f57f7a06d180c93e8c74f6381, 2
c4a6de6225217d4539c861c0b6316d86,d17fcc262e1deff42dc118031835f4f6, 2
a8d2af10596b8acd5f45c720fe9745aa,113f80f12c8892f0c59206f70b862b40, 2
a334304f952399f2161225628a9d2891,b38b25d838ae0b8385e8cc68b9017644, 2
f908d3bf313a1308bfb2a46ea2685347,7e6ca847e12c659931b47b31e99361c6, 2
b0c89945c034268074f5f80b362bda34,74939659dbb10592e383bebf2f78272c, 2
9beabf555d105ca84a74570e39e64852,2c0c951471371afa81e47d7bf8d20522, 2
56b83ac081e4e6ea5f87323b4e46e85c,a87567bdce60de6f901e3d7c6d8df820, 5
3fbc0ef745950c7932d5f2a446189725,e887a6dd92133f40be82741d1998b9de, 2
73bcea4312cb31d72bffc6562f7f7c71,ae3e0cf8b9e4a3a027fc5d4b0a3eb2a0, 2
507914b4af243e0589c389ac50545ef6,5dae498eff2d80057f56122235a36aff, 2
0cf2faf9749f53924cea652a09d8e327,309dd69eb83cea38c51709d62befe1a4, 2
50e1b118f266b655f613f753914c42db,f4041d76285c2a34ad5013e8d287a400, 2
e2cac69b319c0f8a21dbf04b925121bf,55bfa0307d7a46bed72c492259921231, 4
7c77aa8ae608782aac8e7728acff92fb,664e36c9f1780f33973e063ae2cdcc66, 2
8a443635fdf9759915c9be5be2e3b862,1eaf224c19e07b6e50bf0119eea1dd26, 2
fe9dfbe7f974621789683b7b78be2a16,5a0c21ad6b82a1b61856e48ec959764d, 2
c32b1155b886162db8e1ec114699a799,4cc8bfa581f41841ce5e24aba773a44a, 2
01b660ebc1a0c293ccf9b117fa6dd8bb,cad04bbd56e9e1392a586f51477a7e3b, 2
cfa14c9ef22bd6c41e20df06de9dfa76,8d26562bc0e89c3e3b83c1ab369534a4, 2
6c3effec7c8ddba466d4f03f982c7aa3,0aabfb375647d9738ad0f7b4ea3653b1, 21
48282b524c93e69ec5653481e2b8a237,4dfffeaa9522a9ba71cdc9e7d43212d0, 2
06a7a571bc9fbb103a9c2eb90f89432c,3e7ec3672e5549ba74cf635752bfc70b, 2
169837a0e2864f37482261c3d7a2dd80,56139431d72cd51f19eb9f7dae4d1617, 2
eac611ce220f095680e35c1c1124bcb3,e251ebd2858be1aa7d9b2087a6992580, 2
6e41ce53043104a92912099c90215f1e,ce497a3d92ec305f5d9ef0c4b6980a95, 2
e7ab5dc415d1ef9ab700f49ce67adbdb,2e104fe380a40d60654e7b36c7cf0fbf, 2
0152f69b6cf919bcdaf117aa8c43e5a2,47ea90e9a2976bc290c3cdf3b5e0573d, 2
1eaf224c19e07b6e50bf0119eea1dd26,607ef4aa416b93fdeb2a811c2c73ad81, 2
2604055d4992311bc72b115b6d5adda9,c1cf8f51eac90b1ff478250b3d35c37b, 2
82758517d6c9cc65c509781f1e14e9f2,54d7ad85b648d3cb2b7069ed446d7f35, 2
bce474cc95b6e77657e10939b0b4248c,e0d64dcfaa3b6db5c54ca298ae101d05, 2
